ID	Group	Session	Block	BlockInt0	Difficult	DiffNum	DiffChange	Change	Increase	DiffPrev	Score	ScoreM1	Caught	CatchTime	Hit	PreScore	FA	US	AES	END	NOV	INV	EngTotal	Enj	Comp	Effort	Tens	ImiTotal
s015	self	Prac	18	16	e1	7	0	0	0	7	-107	176				58	5.125	3.714285714	5.25	5	5.333333333	6.666666667	5.181547619	6.571428571	3.666666667	7	5	5.55952381
s015	self	Prac	19	17	p3	6	-1	1	0	7	739	-107				58	5.125	3.714285714	5.25	5	5.333333333	6.666666667	5.181547619	6.571428571	3.666666667	7	5	5.55952381
s015	self	Prac	20	18	p3	6	0	0	0	6	1042	739				58	5.125	3.714285714	5.25	5	5.333333333	6.666666667	5.181547619	6.571428571	3.666666667	7	5	5.55952381
s015	self	PostTest	1	0	N2	2	NA	NA	0	6	1306	NA				58	5.125	3.714285714	5.25	5	5.333333333	6.666666667	5.181547619	6.571428571	3.666666667	7	5	5.55952381
s015	self	PostTest	2	1	P2	5	NA	NA	1	2	916	NA				58	5.125	3.714285714	5.25	5	5.333333333	6.666666667	5.181547619	6.571428571	3.666666667	7	5	5.55952381
s015	self	PostTest	3	2	E2	8	NA	NA	1	5	-148	NA				58	5.125	3.714285714	5.25	5	5.333333333	6.666666667	5.181547619	6.571428571	3.666666667	7	5	5.55952381
s017	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1029	NA				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	2	0	n1	1	0	0	0	1	1029	1029				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	3	1	n1	1	0	0	0	1	1059	1029				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	4	2	n2	2	1	1	1	1	1099	1059				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	5	3	n2	2	0	0	0	2	1503	1099				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	6	4	n3	3	1	1	1	2	1118	1503				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	7	5	n3	3	0	0	0	3	1524	1118				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	8	6	p1	4	1	1	1	3	778	1524				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	9	7	p1	4	0	0	0	4	291	778				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	10	8	p1	4	0	0	0	4	779	291				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	11	9	p2	5	1	1	1	4	1199	779				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	12	10	p2	5	0	0	0	5	894	1199				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	13	11	p3	6	1	1	1	5	895	894				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	14	12	p3	6	0	0	0	6	1304	895				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	15	13	e1	7	1	1	1	6	-27	1304				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	16	14	e1	7	0	0	0	7	51	-27				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	17	15	e1	7	0	0	0	7	239	51				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	18	16	e2	8	1	1	1	7	169	239				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	19	17	e2	8	0	0	0	8	192	169				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	Prac	20	18	e2	8	0	0	0	8	14	192				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	PostTest	1	0	N2	2	NA	NA	0	8	1302	NA				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	PostTest	2	1	P2	5	NA	NA	1	2	1300	NA				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s017	self	PostTest	3	2	E2	8	NA	NA	1	5	264	NA				1029	3.75	5.714285714	5	4.75	4.333333333	5.333333333	4.813492063	5.714285714	4	5.4	6	5.278571429
s018	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1240	NA				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	2	0	n2	2	1	1	1	1	1180	1240				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	3	1	n3	3	1	1	1	2	1398	1180				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	4	2	p1	4	1	1	1	3	749	1398				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	5	3	p1	4	0	0	0	4	1064	749				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	6	4	p2	5	1	1	1	4	124	1064				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	7	5	p2	5	0	0	0	5	104	124				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	8	6	p1	4	-1	1	0	5	1079	104				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	9	7	p1	4	0	0	0	4	778	1079				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	10	8	p1	4	0	0	0	4	862	778				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	11	9	p2	5	1	1	1	4	585	862				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	12	10	p2	5	0	0	0	5	769	585				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	13	11	p3	6	1	1	1	5	1016	769				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	14	12	p3	6	0	0	0	6	911	1016				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	15	13	e1	7	1	1	1	6	355	911				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	16	14	e1	7	0	0	0	7	240	355				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	17	15	e2	8	1	1	1	7	-245	240				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	18	16	e1	7	-1	1	0	8	157	-245				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	19	17	e1	7	0	0	0	7	-98	157				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	Prac	20	18	e3	9	2	1	1	7	-196	-98				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	PostTest	1	0	N2	2	NA	NA	0	9	1192	NA				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	PostTest	2	1	P2	5	NA	NA	1	2	979	NA				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s018	self	PostTest	3	2	E2	8	NA	NA	1	5	-337	NA				1240	5	4.285714286	4.5	3.25	3.666666667	6	4.450396825	4.857142857	3.166666667	3.8	6.6	4.605952381
s019	self	Prac	1	-1	n1	1	NA	NA	NA	NA	873	NA				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	2	0	n2	2	1	1	1	1	989	873				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	3	1	n3	3	1	1	1	2	1322	989				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	4	2	n3	3	0	0	0	3	1226	1322				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	5	3	p1	4	1	1	1	3	415	1226				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	6	4	n3	3	-1	1	0	4	1322	415				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	7	5	n3	3	0	0	0	3	1223	1322				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	8	6	n3	3	0	0	0	3	1312	1223				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	9	7	n3	3	0	0	0	3	1212	1312				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	10	8	p1	4	1	1	1	3	986	1212				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	11	9	n3	3	-1	1	0	4	1425	986				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	12	10	n3	3	0	0	0	3	1514	1425				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	13	11	p1	4	1	1	1	3	1297	1514				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	14	12	p1	4	0	0	0	4	399	1297				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	15	13	n3	3	-1	1	0	4	1518	399				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	16	14	n3	3	0	0	0	3	1487	1518				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	17	15	n3	3	0	0	0	3	1507	1487				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	18	16	n3	3	0	0	0	3	1003	1507				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	19	17	p1	4	1	1	1	3	896	1003				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	Prac	20	18	n3	3	-1	1	0	4	1623	896				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	PostTest	1	0	N2	2	NA	NA	0	3	987	NA				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	PostTest	2	1	P2	5	NA	NA	1	2	716	NA				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s019	self	PostTest	3	2	E2	8	NA	NA	1	5	-168	NA				873	5.875	3.714285714	5.25	5	5.666666667	6	5.250992063	6.285714286	4.666666667	5.4	4	5.088095238
s020	self	Prac	1	-1	n1	1	NA	NA	NA	NA	874	NA				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	2	0	n3	3	2	1	1	1	1531	874				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	3	1	p1	4	1	1	1	3	1515	1531				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	4	2	p2	5	1	1	1	4	1006	1515				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	5	3	p3	6	1	1	1	5	1016	1006				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	6	4	e1	7	1	1	1	6	173	1016				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	7	5	p3	6	-1	1	0	7	1236	173				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	8	6	p3	6	0	0	0	6	1338	1236				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	9	7	p3	6	0	0	0	6	941	1338				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	10	8	e1	7	1	1	1	6	406	941				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	11	9	e1	7	0	0	0	7	584	406				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	12	10	e1	7	0	0	0	7	177	584				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	13	11	p3	6	-1	1	0	7	1134	177				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	14	12	p3	6	0	0	0	6	1136	1134				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	15	13	e1	7	1	1	1	6	699	1136				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	16	14	e1	7	0	0	0	7	1061	699				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	17	15	e1	7	0	0	0	7	695	1061				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	18	16	e1	7	0	0	0	7	872	695				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	19	17	e1	7	0	0	0	7	779	872				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	Prac	20	18	e1	7	0	0	0	7	702	779				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	PostTest	1	0	N2	2	NA	NA	0	7	1309	NA				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s020	self	PostTest	2	1	P2	5	NA	NA	1	2	1511	NA				874	4.375	7	5.75	5.75	6.666666667	7	6.090277778	6.142857143	5.666666667	2.4	4.8	4.752380952
s021	self	PostTest	3	2	E2	8	NA	NA	1	5	333	NA				874	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1271	NA				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	2	0	p1	4	3	1	1	1	1302	1271				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	3	1	p2	5	1	1	1	4	1107	1302				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	4	2	p2	5	0	0	0	5	1604	1107				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	5	3	p3	6	1	1	1	5	1414	1604				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	6	4	e1	7	1	1	1	6	-3	1414				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	7	5	e1	7	0	0	0	7	283	-3				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	8	6	e1	7	0	0	0	7	566	283				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	9	7	e1	7	0	0	0	7	283	566				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	10	8	e2	8	1	1	1	7	616	283				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	11	9	e3	9	1	1	1	8	252	616				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	12	10	e3	9	0	0	0	9	296	252				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	13	11	e2	8	-1	1	0	9	-71	296				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	14	12	e1	7	-1	1	0	8	379	-71				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	15	13	p3	6	-1	1	0	7	1419	379				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	16	14	e1	7	1	1	1	6	710	1419				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	17	15	e1	7	0	0	0	7	841	710				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	18	16	e2	8	1	1	1	7	184	841				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	19	17	e2	8	0	0	0	8	326	184				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	Prac	20	18	e3	9	1	1	1	8	153	326				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	PostTest	1	0	N2	2	NA	NA	0	9	1616	NA				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	PostTest	2	1	P2	5	NA	NA	1	2	1507	NA				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s021	self	PostTest	3	2	E2	8	NA	NA	1	5	559	NA				1271	4.125	5.142857143	3	4	3.333333333	5.333333333	4.155753968	4.571428571	4.5	6	3.6	4.667857143
s022	self	Prac	1	-1	n1	1	NA	NA	NA	NA	969	NA				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	2	0	n2	2	1	1	1	1	1399	969				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	3	1	n3	3	1	1	1	2	1216	1399				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	4	2	p1	4	1	1	1	3	714	1216				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	5	3	p1	4	0	0	0	4	698	714				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	6	4	p1	4	0	0	0	4	1297	698				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	7	5	p2	5	1	1	1	4	1024	1297				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	8	6	p3	6	1	1	1	5	903	1024				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	9	7	p3	6	0	0	0	6	918	903				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	10	8	p3	6	0	0	0	6	1025	918				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	11	9	e1	7	1	1	1	6	-18	1025				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	12	10	e1	7	0	0	0	7	-49	-18				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	13	11	e1	7	0	0	0	7	451	-49				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	14	12	e1	7	0	0	0	7	702	451				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	15	13	e1	7	0	0	0	7	645	702				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	16	14	e2	8	1	1	1	7	356	645				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	17	15	e2	8	0	0	0	8	-161	356				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	18	16	e2	8	0	0	0	8	136	-161				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	19	17	e2	8	0	0	0	8	359	136				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	Prac	20	18	e3	9	1	1	1	8	68	359				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	PostTest	1	0	N2	2	NA	NA	0	9	1810	NA				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	PostTest	2	1	P2	5	NA	NA	1	2	1203	NA				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s022	self	PostTest	3	2	E2	8	NA	NA	1	5	-141	NA				969	3.25	3	2.75	3.5	3.666666667	6	3.694444444	4.428571429	4.333333333	6.4	3.4	4.64047619
s023	self	Prac	1	-1	n1	1	NA	NA	NA	NA	1346	NA				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	2	0	p1	4	3	1	1	1	1062	1346				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	3	1	e3	9	5	1	1	4	-320	1062				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	4	2	e2	8	-1	1	0	9	-26	-320				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	5	3	e1	7	-1	1	0	8	161	-26				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	6	4	e2	8	1	1	1	7	-84	161				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	7	5	e2	8	0	0	0	8	372	-84				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	8	6	e3	9	1	1	1	8	294	372				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	9	7	e3	9	0	0	0	9	89	294				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	10	8	p1	4	-5	1	0	9	1086	89				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	11	9	p1	4	0	0	0	4	989	1086				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
s023	self	Prac	12	10	n3	3	-1	1	0	4	1326	989				1346	6	4.714285714	5.5	5.5	5.666666667	6.666666667	5.674603175	6.428571429	6.5	7	3	5.732142857
